pexp,lnpexp,lnpincome,lnpproper,lnedu,lnage,mari_dum,region1,region2,Prendowinsurance
8733.333333,9.074902401,9.498022444,12.20607265,2.197224577,3.688879454,1,0,0,1
25066.66663,10.12929422,9.44672915,12.02375109,2.538973871,3.871201011,1,0,0,1
11600,9.358760377,9.067239528,12.49375472,2.302585093,3.737669618,1,0,0,1
14533.33334,9.584200141,9.210340372,11.80060754,2.397895273,4.143134726,1,0,0,1
5200.000002,8.556413905,9.210340372,11.66707614,2.197224577,3.63758616,1,0,0,1
5326.666669,8.580480931,9.498022444,11.74931424,2.538973871,4.007333185,1,0,0,1
6200,8.732304571,9.903487553,12.02375109,2.85263143,3.36729583,1,0,0,1
6566.666666,8.789761626,9.364491052,11.57746399,2.456735773,3.891820298,1,0,0,1
13466.66666,9.507972775,9.498022444,11.66707614,2.614959778,3.295836866,1,0,0,1
3849.999999,8.255828427,8.9226583,11.22524339,2.1690537,3.80666249,1,0,0,1
2768.000001,7.925880317,8.006367568,10.71441777,2.302585093,3.988984047,1,0,0,1
12220,9.410829233,9.779434904,12.02375109,2.512305624,3.891820298,1,0,0,1
8220,9.014325488,9.721165996,11.91839057,2.614959778,3.496507561,1,0,0,1
7800.000003,8.961879013,9.76995616,12.32385568,2.351375257,4.204692619,1,0,0,1
1600,7.377758908,8.006367568,10.81977828,2.379546134,4.043051268,1,0,0,1
3752,8.23004431,8.342839804,10.99876094,2.433613355,3.784189634,1,0,0,1
3752,8.23004431,7.60090246,10.81977828,2.379546134,3.828641396,1,0,0,1
9849.999998,9.195226734,9.975808214,11.51292546,2.48490665,3.258096538,1,0,0,1
5730.000002,8.65347081,9.341368634,12.4292162,2.740840024,3.33220451,1,0,0,1
6533.333336,8.784672557,9.210340372,11.91839057,2.079441542,3.33220451,1,0,0,1
10986.66666,9.304437695,9.364491052,11.66707614,2.614959778,3.951243719,1,1,0,1
10906.66667,9.297129502,9.498022444,10.88431681,2.590267165,3.891820298,1,1,0,1
8424.999998,9.038958755,11.91839057,11.86709728,2.583997552,4.025351691,1,1,0,1
851.4285714,6.746915611,7.44675178,9.567015316,2.197224577,4.007333185,1,1,0,1
2262.857142,7.724383516,8.363042512,10.48330605,2.243744593,3.555348061,1,1,0,1
6668.000001,8.805075244,8.987196821,10.46310334,1.609437912,4.17438727,1,1,0,1
7180,8.879054662,8.517193191,9.903487553,2.374905755,3.970291914,1,1,0,1
4779.999998,8.472195825,9.028018815,10.05763823,2.268683541,3.688879454,1,1,0,1
5400.000002,8.594154233,7.919356191,9.433483923,2.1690537,3.555348061,1,1,0,1
3060,8.026170195,9.104979856,10.19116962,2.397895273,3.784189634,1,1,0,1
3693.333335,8.214284672,8.987196821,9.364491052,2.538973871,4.189654742,1,1,0,1
4126.666668,8.325225258,9.210340372,10.16585182,2.708050201,3.931825633,1,1,0,1
4250,8.354674262,8.853665428,9.903487553,2.251291799,3.828641396,1,1,0,1
6799.999999,8.824677891,8.9226583,9.433483923,2.545531272,3.80666249,1,1,0,1
1900,7.549609165,7.513891083,9.364491052,1.84582669,4.094344562,1,1,0,1
3433.333335,8.141286886,8.111728083,7.195437351,1.992430165,3.583518938,1,1,0,1
1266.666667,7.144144057,8.853665428,9.364491052,1.763588592,3.951243719,1,1,0,1
6566.666666,8.789761626,8.44820032,8.29404964,2.48490665,3.63758616,1,0,1,1
2513.333332,7.829365172,8.804875264,10.19116962,2.367123614,3.583518938,1,0,1,1
4066.666666,8.310578942,8.29404964,10.41431318,2.159484249,3.737669618,1,0,1,1
1593.333334,7.373583537,7.837291238,8.804875264,2.197224577,3.465735903,1,0,1,1
1100,7.003065459,8.29404964,10.50962336,1.992430165,3.465735903,1,0,1,1
1066.666667,6.9722938,8.374092348,8.804875264,2.036881927,3.63758616,1,0,1,1
5920.000001,8.686091728,8.111728083,9.816476176,2.772588722,3.761200116,1,0,0,1
2335,7.75576717,8.262300942,9.185022564,2.397895273,4.17438727,1,0,0,1
5440.000001,8.60153434,8.9226583,9.61580548,2.079441542,4.219507705,1,1,0,1
7786.666665,8.960168148,9.028018815,9.721165996,2.397895273,3.610917913,1,1,0,1
3400.000001,8.131530711,9.305650552,10.53209621,2.674148649,3.258096538,1,1,0,1
2185.000001,7.689371108,8.517193191,6.214608098,2.140066163,4.110873864,1,1,0,1
2005.000001,7.60339934,8.006367568,6.214608098,1.504077397,4.094344562,1,1,0,1
1896.666666,7.547853238,7.680945167,7.60090246,2.397895273,3.931825633,1,1,0,1
3166.666667,8.060434789,7.726065602,9.680344001,2.302585093,3.912023005,1,1,0,1
2193.333334,7.693177736,8.804875264,6.502290171,2.48490665,3.951243719,1,1,0,1
1370,7.222566019,8.517193191,9.61580548,2.351375257,4.158883083,1,1,0,1
913.3333336,6.817100911,7.755053139,8.111728083,2.397895273,3.871201011,1,1,0,1
6146.666664,8.723665208,9.019986643,10.75078541,2.48490665,3.737669618,1,1,0,1
5600.000002,8.630521877,8.970389702,10.88431681,2.302585093,3.526360525,1,1,0,1
5480,8.60886038,8.987196821,10.75078541,2.159484249,3.583518938,1,1,0,1
5440.000001,8.60153434,8.764053269,10.67667744,2.268683541,3.583518938,1,1,0,1
4366.666669,8.381755221,8.900185444,8.111728083,2.079441542,3.583518938,1,1,0,1
5400.000002,8.594154233,9.210340372,11.10746036,2.302585093,3.465735903,1,1,0,1
2866.666668,7.960905194,8.070906089,8.804875264,2.233592221,3.761200116,1,1,0,1
1720,7.45007957,7.731930722,8.556413905,1.974081026,4.094344562,1,1,0,1
3920.000001,8.273846933,8.699514748,9.61580548,1.791759469,4.189654742,1,1,0,1
2406.666666,7.785997943,8.29404964,9.210340372,1.791759469,3.465735903,1,1,0,1
1020,6.927557906,8.465899897,8.517193191,2.197224577,3.988984047,1,1,0,1
3366.666666,8.121678414,8.29404964,9.61580548,2.233592221,3.784189634,1,1,0,1
6566.666666,8.789761626,8.556413905,9.210340372,2.335374915,3.784189634,1,1,0,1
3416.666667,8.136420696,8.476371197,9.210340372,2.036881927,3.80666249,1,1,0,1
3587.5,8.18521086,7.718685495,9.076808979,2.351375257,3.871201011,1,1,0,1
3299.999998,8.101677747,8.29404964,9.364491052,1.945910149,3.526360525,1,1,0,1
3220.000001,8.077136639,8.29404964,6.907755279,2.240709689,4.204692619,1,1,0,1
2860.000001,7.958576904,8.9226583,9.210340372,2.079441542,4.110873864,1,1,0,1
536,6.284134161,6.98471632,7.244227516,2.379546134,4.219507705,1,1,0,1
1811.428572,7.501871079,7.463281082,8.873868135,2.48490665,4.094344562,1,1,0,1
1225,7.110696123,7.313220387,6.774223886,2.515678308,4.17438727,1,1,0,1
6325.000003,8.752265314,9.729134165,11.48760766,2.564949357,3.610917913,1,1,0,1
6586.666669,8.792802683,9.498022444,12.36022333,2.614959778,3.912023005,1,0,0,1
8866.666666,9.090054206,9.680344001,12.89921983,2.614959778,3.951243719,1,0,0,1
6629.999999,8.799360083,8.794824928,11.51292546,2.525728644,4.143134726,1,0,0,1
10383.33334,9.247957236,9.028018815,11.05616706,1.84582669,3.970291914,1,0,0,1
7299.999999,8.895629627,8.517193191,11.51292546,2.197224577,3.891820298,1,0,0,1
8933.333335,9.097544878,10.19116962,11.8729282,2.48490665,3.891820298,1,0,0,1
10646.66667,9.273002133,9.61580548,12.28611535,2.48490665,3.891820298,1,0,0,1
9780,9.188094763,9.210340372,11.91839057,2.614959778,3.891820298,1,0,0,1
8499.999996,9.047821442,8.804875264,12.11906127,2.456735773,3.871201011,1,0,0,1
2100.000001,7.649692624,8.29404964,10.46310334,2.650891787,4.143134726,1,0,0,1
9653.333335,9.175058558,9.305650552,11.66707614,2.614959778,3.850147602,1,0,0,1
8320.000002,9.026417534,8.900185444,11.05616706,2.367123614,3.850147602,1,0,0,1
10960.00001,9.302007561,9.210340372,11.37939407,2.656756907,3.951243719,1,0,0,1
13066.66667,9.477819737,9.721165996,12.4292162,2.512305624,3.850147602,1,0,0,1
5700.000001,8.648221454,8.740336743,12.20607265,2.708050201,4.234106505,1,0,0,1
2731.428573,7.912580038,8.29404964,10.15480198,1.882731247,3.465735903,1,0,0,1
2180,7.687080156,7.852216888,8.363042512,2.302585093,4.127134385,1,0,0,1
3019.999999,8.01301211,8.517193191,8.29404964,1.887069649,3.526360525,1,0,0,1
384.9999999,5.953243334,7.661527081,9.002701007,1.658228077,3.891820298,1,0,0,1
3757.142857,8.231414069,9.82937958,11.64645686,1.791759469,3.583518938,1,0,0,1
11470,9.34749021,8.9226583,11.73606902,2.48490665,4.043051268,1,0,0,1
8266.666663,9.019986643,9.210340372,11.80060754,2.367123614,3.784189634,1,0,0,1
2199.999999,7.696212639,8.229511119,10.30895266,2.48490665,3.871201011,1,1,0,1
2987.999999,8.002359546,7.60090246,9.903487553,2.104134154,4.143134726,1,1,0,1
8000.000003,8.987196821,9.903487553,12.32385568,2.277267285,4.077537444,1,1,0,1
3293.749999,8.099782012,8.9226583,11.73606902,2.386466577,4.143134726,1,1,0,1
2744,7.917171989,8.699514748,11.00209984,2.433613355,4.127134385,1,1,0,1
1720,7.45007957,8.630521877,10.59663473,2.32238772,3.496507561,1,1,0,1
3675.000001,8.209308412,9.392661929,11.73606902,2.302585093,3.610917913,1,1,0,1
1750,7.467371067,6.620073207,9.61580548,1.981001469,3.891820298,1,1,0,1
3422.499999,8.138126557,8.656955134,10.81977828,2.251291799,3.526360525,1,1,0,1
1750,7.467371067,8.665613197,10.02127059,2.442347035,3.891820298,1,1,0,1
2186.666666,7.690133593,8.374092348,11.10746036,2.397895273,3.912023005,1,1,0,1
5589.999999,8.628734566,8.987196821,10.81977828,1.791759469,3.970291914,1,0,0,1
6273.33333,8.744063124,8.764053269,11.33060391,2.079441542,3.988984047,1,0,0,1
4786.666667,8.473589554,9.721165996,11.10746036,2.268683541,3.610917913,1,1,0,1
11053.33334,9.310487321,10.19116962,11.36982462,2.512305624,3.63758616,1,1,0,1
7340.000003,8.901094122,9.798127037,10.30895266,2.564949357,3.871201011,1,1,0,1
2989.999999,8.003028666,7.718685495,8.006367568,2.351375257,3.63758616,1,1,0,1
5750.000001,8.656955134,8.779557456,10.76848499,2.351375257,3.713572067,1,0,0,1
5972.000002,8.694837159,8.987196821,10.59663473,2.028148247,3.761200116,1,0,0,1
4140.000001,8.328451067,8.411832676,9.433483923,2.251291799,3.80666249,1,0,0,1
5976.000001,8.695506727,8.188689124,9.680344001,2.054123734,3.912023005,1,0,0,1
4060.000002,8.308938253,8.987196821,11.22524339,1.609437912,3.688879454,1,0,0,1
6933.333333,8.844095977,8.804875264,11.80060754,2.48490665,3.912023005,1,0,0,1
3524.999999,8.167635715,8.517193191,10.30895266,1.981001469,3.583518938,1,0,0,1
4866.666667,8.490164519,9.210340372,10.81977828,2.397895273,3.63758616,1,0,0,1
3800.000001,8.242756346,8.739536423,10.53209621,2.251291799,4.234106505,1,0,0,1
2989.999999,8.003028666,8.817297784,10.38899537,1.504077397,4.17438727,1,1,0,1
1857.142856,7.526794487,8.650724584,9.972480424,1.691676011,3.433987204,1,1,0,1
4449.999999,8.400659375,8.634976227,10.1266311,2.290006311,3.951243719,1,1,0,1
1314.285714,7.181048614,7.906284109,8.650724584,1.519825754,3.63758616,1,1,0,1
2849.999999,7.955074273,7.872836175,8.517193191,1.658228077,3.970291914,1,1,0,1
2366.666666,7.769237774,7.513891083,9.721165996,2.456735773,4.007333185,1,1,0,1
1748.571429,7.466554407,7.635993779,9.343871765,2.114532862,3.433987204,1,1,0,1
1964.999999,7.583247524,7.090076836,8.9226583,2.420368129,3.951243719,1,1,0,1
1800,7.495541944,8.44820032,9.274878893,2.268683541,3.931825633,1,1,0,1
4053.333334,8.307294867,8.517193191,6.907755279,2.590267165,3.871201011,1,1,0,1
2696.666666,7.899771721,8.753581969,7.755053139,2.197224577,3.401197382,1,1,0,1
879.9999996,6.779921907,7.418580903,6.502290171,2.335374915,3.951243719,1,1,0,1
1240,7.122866659,7.888584532,6.502290171,2.036881927,3.912023005,1,1,0,1
4666.666667,8.44820032,8.987196821,10.30895266,2.48490665,3.951243719,1,1,0,1
2162.666666,7.679097307,8.699514748,10.19116962,2.079441542,3.761200116,1,1,0,1
4900,8.496990484,8.748304912,9.903487553,2.197224577,4.189654742,1,1,0,1
7266.666666,8.89105296,9.744882522,11.15625052,2.662587827,3.828641396,1,1,0,1
3080,8.032684876,8.517193191,10.88431681,2.512305624,3.931825633,1,1,0,1
2190,7.691656823,7.783224016,10.1266311,1.791759469,4.060443011,1,1,0,1
1833.333334,7.513891083,7.418580903,10.19116962,2.197224577,3.663561646,1,1,0,1
5466.666666,8.606424325,8.630521877,10.19116962,2.397895273,3.784189634,1,1,0,1
3160.000001,8.058327307,8.630521877,9.680344001,2.028148247,4.248495242,1,1,0,1
939.9999998,6.845879875,7.60090246,8.804875264,2.120263536,4.043051268,1,1,0,1
1872,7.534762657,9.169518377,9.903487553,1.871802177,4.043051268,1,1,0,1
2617.142857,7.869838489,9.056189692,8.76850762,2.061423036,3.63758616,1,1,0,1
2144.999999,7.670894831,7.536363938,9.433483923,2.386466577,4.17438727,1,1,0,1
2719.999999,7.908387159,7.908387159,9.210340372,2.054123734,3.912023005,1,1,0,1
2094.999999,7.647308832,7.393263095,7.13089883,1.909542505,3.555348061,1,1,0,1
1585,7.368339686,7.313220387,10.71441777,2.327277706,3.688879454,1,1,0,1
2225.000001,7.707512195,8.229511119,10.07533781,2.1690537,3.970291914,1,1,0,1
1190,7.081708586,7.937374696,9.392661929,2.091864062,4.025351691,1,1,0,1
5246.666665,8.565348233,8.404397697,9.498022444,2.351375257,3.912023005,1,1,0,1
1286.666667,7.159810174,7.195437351,9.028018815,2.397895273,3.80666249,1,1,0,1
11560,9.355306142,10.08580911,11.47210347,2.397895273,3.80666249,1,0,0,1
3711.111112,8.219086602,8.804875264,9.785704517,2.437504411,3.761200116,1,0,0,1
33700.00012,10.42525312,8.581731713,9.498022444,2.48490665,3.80666249,1,1,0,1
4233.333334,8.350744984,8.665613197,9.61580548,2.397895273,3.970291914,1,1,0,1
5533.333335,8.618545686,8.753581969,10.81977828,2.512305624,3.761200116,1,1,0,1
3549.999998,8.174702882,8.779557456,10.81977828,2.397895273,4.17438727,1,1,0,1
3513.333332,8.164320533,8.804875264,10.81977828,2.367123614,3.871201011,1,1,0,1
826.6666663,6.71740155,6.656440851,8.622553707,2.184802057,3.091042453,1,1,0,1
2825.000001,7.946263644,7.872836175,9.695848188,2.251291799,3.688879454,1,1,0,1
3299.999998,8.101677747,8.699514748,9.546812609,2.128231706,3.433987204,1,1,0,1
13133.33334,9.482908807,9.721165996,11.80060754,2.564949357,3.871201011,1,0,1,1
3739.999998,8.22684089,8.517193191,10.59663473,2.079441542,4.043051268,1,0,1,1
1281.999999,7.156176637,7.60090246,9.210340372,1.85629799,3.931825633,1,0,1,1
1860.000001,7.528331767,8.804875264,8.006367568,2.036881927,3.970291914,1,0,1,1
1863.333332,7.530122277,7.755053139,9.522715057,2.079441542,3.891820298,1,0,1,1
546.1538464,6.302900706,7.338538195,8.254828927,2.271332549,4.158883083,1,0,1,1
3866.666665,8.260148088,9.028018815,10.19116962,2.120263536,3.555348061,1,0,1,1
2820,7.944492164,9.210340372,10.41431318,2.302585093,3.496507561,1,0,1,1
4900,8.496990484,9.210340372,10.81977828,1.909542505,3.970291914,1,0,1,1
1166.666667,7.061905959,7.195437351,6.096825063,2.335374915,4.143134726,1,0,1,1
1668.571428,7.419723107,7.526794487,7.957577403,2.197224577,3.610917913,1,0,1,1
1142.857143,7.041286672,7.359740403,7.264430223,2.079441542,3.951243719,1,0,1,1
2028.57143,7.615087095,8.180720955,7.957577403,2.131627295,3.433987204,1,0,1,1
2873.333333,7.963228075,9.028018815,10.41431318,2.159484249,3.63758616,1,0,1,1
4900,8.496990484,9.210340372,10.46310334,2.302585093,4.077537444,1,0,1,1
7399.999999,8.909235279,9.392661929,10.41431318,2.335374915,3.295836866,1,0,1,1
962.4999998,6.869534066,6.43775165,6.620073207,1.998095902,3.63758616,1,0,1,1
1851.428572,7.523712821,7.44675178,9.210340372,1.717651497,4.127134385,1,0,1,1
4900,8.496990484,8.594154233,10.30895266,2.197224577,3.988984047,1,0,1,1
5629.999999,8.635864721,8.794824928,10.1266311,2.014903021,4.189654742,1,0,1,1
1720,7.45007957,7.718685495,8.9226583,1.658228077,4.143134726,1,0,1,1
4140.000001,8.328451067,9.498022444,9.903487553,2.48490665,3.713572067,1,0,1,1
7000,8.853665428,9.635608107,9.210340372,2.63905733,4.234106505,1,0,1,1
4740.000001,8.463792415,8.804875264,8.804875264,2.367123614,3.555348061,1,0,1,1
2620.000001,7.870929597,8.740336743,8.9226583,2.327277706,4.094344562,1,0,1,1
5664.999997,8.642062173,8.9226583,9.903487553,2.1102132,4.127134385,1,0,1,1
2650,7.882314919,8.29404964,7.313220387,2.1102132,4.094344562,1,0,1,1
2669.999999,7.889833751,8.188689124,8.006367568,2.014903021,4.204692619,1,0,1,1
1490,7.306531399,7.919356191,7.824046011,2.327277706,3.988984047,1,0,1,1
868.0000003,6.766191715,6.907755279,8.188689124,2.32238772,4.110873864,1,0,1,1
4133.333334,8.326839463,9.968026074,10.41431318,2.48490665,3.610917913,1,0,1,1
3866.666665,8.260148088,8.774416056,10.05763823,2.233592221,3.63758616,1,0,1,1
5975.000001,8.695339377,7.467371067,11.91839057,2.140066163,3.80666249,1,0,1,1
2093.333334,7.646512971,6.502290171,8.517193191,2.159484249,3.688879454,1,0,1,1
2986.666666,8.001913217,7.797017338,8.804875264,2.079441542,3.465735903,1,0,1,1
1123.333334,7.024055735,7.195437351,9.498022444,2.442347035,4.17438727,1,0,1,1
1370,7.222566019,8.006367568,9.433483923,2.409194828,3.433987204,1,0,1,1
9089.999998,9.114930187,9.862665558,10.81977828,2.302585093,4.077537444,1,0,1,1
5040,8.525161361,8.853665428,9.61580548,2.251291799,3.737669618,1,0,1,1
8948.999998,9.099297073,9.528794103,10.1266311,2.525728644,4.077537444,1,0,1,1
4883.999999,8.493719835,8.630521877,9.680344001,2.159484249,4.025351691,1,0,1,1
4633.333331,8.44103183,10.21586224,12.89921983,2.564949357,4.094344562,1,0,0,1
4060.000002,8.308938253,9.210340372,12.20607265,1.791759469,4.33073334,1,0,0,1
5286.666669,8.572943207,8.987196821,11.80060754,2.427748236,3.931825633,1,0,0,1
12480,9.431882642,10.30895266,12.32385568,2.772588722,3.784189634,1,0,0,1
7133.333331,8.872533912,10.30895266,11.60823564,2.427748236,3.988984047,1,0,0,1
2120.000001,7.659171368,8.006367568,10.02127059,2.091864062,4.394449155,1,0,0,1
3171.428572,8.061937419,8.873868135,11.86960041,2.25878247,4.204692619,1,0,0,1
10300,9.239899174,9.61580548,12.4292162,2.197224577,4.007333185,1,0,0,1
7800.000003,8.961879013,9.028018815,12.20607265,2.48490665,3.761200116,1,0,0,1
4159.999999,8.333270353,8.29404964,12.02375109,2.512305624,3.80666249,1,0,0,1
3160.000001,8.058327307,8.804875264,12.49375472,2.367123614,3.737669618,1,0,0,1
13973.33333,9.54490603,9.067239528,12.02375109,2.397895273,3.891820298,1,0,0,1
17099.99999,9.746833742,9.210340372,12.4292162,1.098612289,4.290459441,1,0,0,1
9399.999998,9.148464968,9.210340372,11.80060754,2.512305624,4.143134726,1,0,0,1
5179.999999,8.552560335,8.517193191,11.51292546,2.351375257,4.248495242,1,0,0,1
5991.999999,8.698180525,8.987196821,11.23848862,2.564949357,4.290459441,1,0,0,1
12906.66667,9.465499253,9.903487553,11.66707614,2.564949357,3.688879454,1,0,0,1
10826.66667,9.289767506,9.721165996,11.74931424,2.456735773,4.127134385,1,0,0,1
8650.000001,9.0653146,9.903487553,11.73606902,2.48490665,3.784189634,1,0,0,1
11780,9.374158457,10.1266311,12.4292162,2.564949357,4.248495242,1,0,0,1
5305,8.576405051,9.528794103,11.8313792,2.351375257,4.17438727,1,0,0,1
15266.66666,9.633427081,10.19116962,12.02375109,2.538973871,3.931825633,1,0,0,1
16066.66666,9.684502011,10.30895266,11.80060754,2.335374915,3.850147602,1,0,0,1
2480,7.816013839,8.006367568,10.858999,2.48490665,4.234106505,1,0,0,1
3788.888889,8.239828086,8.622553707,10.00884807,2.466214517,3.850147602,1,0,0,1
2545,7.841885929,8.29404964,10.53209621,2.197224577,3.761200116,1,0,0,1
5820.000002,8.669055541,9.392661929,11.77528973,2.48490665,4.204692619,1,0,0,1
5700.000001,8.648221454,9.274878893,11.8493977,2.564949357,3.891820298,1,0,0,1
3733.333335,8.225056769,9.498022444,11.15625052,2.302585093,3.401197382,1,0,0,1
8799.999996,9.082507,9.903487553,11.94036948,2.614959778,3.63758616,1,0,0,1
4733.333334,8.462384955,9.274878893,11.74931424,2.564949357,3.951243719,1,0,0,1
7033.333335,8.858416031,9.210340372,11.74931424,2.564949357,3.912023005,1,0,0,1
4733.333334,8.462384955,9.104979856,11.51292546,2.564949357,3.951243719,1,0,0,1
6579.999998,8.791790024,8.853665428,11.73606902,2.48490665,4.094344562,1,0,0,1
5200.000002,8.556413905,8.699514748,11.73606902,2.351375257,4.094344562,1,0,0,1
6486.666666,8.777504067,8.699514748,11.91839057,2.564949357,4.060443011,1,0,0,1
5466.666666,8.606424325,9.305650552,11.80060754,2.538973871,4.077537444,1,0,0,1
4733.333334,8.462384955,9.210340372,11.80060754,2.564949357,3.951243719,1,0,0,1
6139.999999,8.722580021,8.070906089,11.2472223,2.590267165,3.891820298,1,0,0,1
8529.999996,9.05134464,9.61580548,11.91839057,2.564949357,3.63758616,1,0,0,1
6325.000003,8.752265314,9.798127037,11.91839057,2.740840024,3.33220451,1,0,0,1
3393.333332,8.129568001,8.517193191,11.10746036,2.564949357,3.970291914,1,0,0,1
3553.333333,8.175641409,8.517193191,11.33060391,2.427748236,4.17438727,1,0,0,1
4166.666668,8.334871635,8.699514748,11.73606902,2.397895273,3.784189634,1,0,0,1
6713.333336,8.811850878,9.028018815,11.33060391,2.397895273,4.025351691,1,0,0,1
12000,9.392661929,9.61580548,11.33060391,2.538973871,3.784189634,1,1,0,1
2171.428572,7.683140558,8.363042512,10.73016613,1.791759469,3.610917913,1,1,0,1
3549.999998,8.174702882,8.9226583,10.71441777,2.621038824,3.931825633,1,1,0,1
3433.333335,8.141286886,8.517193191,10.75078541,2.036881927,3.433987204,1,1,0,1
3599.999998,8.188689124,9.104979856,10.50962336,2.397895273,3.63758616,1,1,0,1
4119.999999,8.323608442,8.9226583,10.38899537,2.197224577,3.526360525,1,1,0,1
9015.000003,9.106645136,8.740336743,9.433483923,1.945910149,3.784189634,1,1,0,1
8693.33333,9.070311727,9.61580548,10.19116962,2.538973871,3.912023005,1,1,0,1
1560,7.3524411,8.229511119,7.824046011,2.251291799,3.931825633,1,0,1,1
2426.666668,7.794273853,9.169518377,10.30895266,2.397895273,3.80666249,1,0,1,1
3309.999999,8.104703468,8.38935982,10.50834982,1.887069649,4.48863637,1,0,0,1
3496.000001,8.159374737,8.699514748,9.210340372,1.686398954,4.304065093,1,0,0,1
5906.666664,8.683836935,8.207038263,10.05763823,1.945910149,4.025351691,1,1,0,1
5999.999999,8.699514748,8.612503371,9.76995616,2.197224577,4.248495242,1,1,0,1
8860.000004,9.089302044,8.853665428,10.02127059,2.197224577,4.025351691,1,1,0,1
3933.333334,8.277242522,8.804875264,8.006367568,2.302585093,3.970291914,1,1,0,1
7500.000004,8.9226583,9.1833117,11.10746036,2.427748236,3.688879454,1,1,0,1
4300.000001,8.366370302,9.169518377,11.00209984,1.945910149,4.143134726,1,1,0,1
6466.666664,8.774416056,9.798127037,11.10746036,2.590267165,3.891820298,1,1,0,1
5700.000001,8.648221454,9.097544878,11.10746036,2.512305624,3.63758616,1,1,0,1
2813.333334,7.942125299,8.56915293,10.88431681,2.302585093,3.828641396,1,1,0,1
4394.999999,8.38822281,8.909235279,11.98292909,2.014903021,4.025351691,1,1,0,1
4163.333331,8.334071314,9.082507,10.81977828,2.397895273,3.610917913,1,1,0,1
7566.666668,8.931507915,9.210340372,11.05616706,2.079441542,3.433987204,1,1,0,1
6500.000001,8.779557456,10.6454249,10.81977828,2.233592221,3.583518938,1,1,0,1
5499.999999,8.612503371,9.487972109,9.61580548,2.48490665,3.17805383,1,1,0,1
5700.000001,8.648221454,8.594154233,9.210340372,1.704748092,4.17438727,1,1,0,1
1912.000001,7.555905094,7.60090246,8.853665428,1.280933845,4.369447852,1,1,0,1
2800,7.937374696,8.9226583,8.517193191,2.140066163,4.077537444,1,1,0,1
8599.999998,9.059517482,10.05763823,12.0629718,2.564949357,3.891820298,1,0,0,1
15313.33334,9.636479188,9.903487553,12.20607265,2.456735773,3.912023005,1,0,0,1
13080,9.478839625,9.392661929,11.80060754,2.427748236,4.025351691,1,0,0,1
12066.66666,9.398202109,9.721165996,11.91839057,2.036881927,4.317488114,1,0,0,1
3309.999999,8.104703468,8.006367568,10.81977828,2.351375257,4.17438727,1,0,0,1
15533.33333,9.650743531,9.705036614,11.10746036,2.48490665,3.761200116,1,0,0,1
10466.66666,9.255950883,9.028018815,11.91839057,2.48490665,4.043051268,1,0,0,1
4340,8.375629627,10.41431318,11.91839057,2.397895273,3.970291914,1,0,0,1
8406.666668,9.036780321,9.498022444,11.80060754,2.268683541,3.871201011,1,0,0,1
8653.333332,9.065699882,10.05763823,11.74931424,2.512305624,4.043051268,1,0,0,1
7866.666664,8.970389702,9.028018815,11.722646,2.367123614,4.382026635,1,0,0,1
9299.999999,9.137769679,10.30895266,11.81303006,2.740840024,3.218875825,1,0,0,1
9669.999996,9.176783588,9.210340372,11.73606902,2.197224577,4.248495242,1,0,0,1
7740.000003,8.954156967,9.903487553,11.33060391,2.48490665,3.912023005,1,0,0,1
3264,8.090708716,8.29404964,11.60823564,2.054123734,4.060443011,1,0,0,1
