pexp,lnpexp,lnpincome,lnpproper,lnedu,lnage,mari_dum,region1,region2,pension
2643.87256,7.88,6.725,7.419,0,3.85,1,0,1,0
3586.743619,8.185,7.824,10.127,0,3.871,1,0,1,0
3659.200647,8.205,6.908,8.006,0,3.892,1,0,1,0
9798.650979,9.19,8.987,10.127,0,3.714,1,0,1,0
7623.569673,8.939,8.294,8.294,0,4.111,1,0,1,0
3310.981665,8.105,10.82,9.21,0,3.714,1,0,1,0
2713.514671,7.906,7.601,7.195,0,3.761,1,0,1,0
3920.600069,8.274,8.006,8.923,0,3.932,1,0,1,0
3766.871142,8.234,8.112,9.721,0,4.043,1,0,1,0
4420.464235,8.394,7.601,7.601,0,4.127,1,0,1,0
3736.856392,8.226,8.161,7.824,0,3.784,1,0,1,0
3586.743619,8.185,9.028,8.805,0,3.829,1,0,1,0
7122.399813,8.871,6.908,9.105,0,3.784,1,0,1,0
23599.95301,10.069,10.309,9.616,0,3.367,1,0,1,0
3759.344928,8.232,8.294,9.21,0,4.111,1,0,1,0
8742.924293,9.076,8.517,8.517,0,3.689,1,0,1,0
3770.639897,8.235,8.023,8.294,0,3.951,1,0,1,0
4731.511564,8.462,7.824,8.517,0,3.738,1,0,1,0
2760.038754,7.923,8.294,6.215,0,3.714,1,0,1,0
3371.118947,8.123,7.824,10.714,0,3.611,1,0,1,0
2261.989467,7.724,6.774,6.62,0,3.989,1,0,1,0
3819.97822,8.248,8.006,7.824,0,3.638,1,0,1,0
8716.734824,9.073,8.7,9.21,0,3.951,1,0,1,0
4989.046059,8.515,8.517,10.463,0,3.689,1,0,1,0
1029.676547,6.937,8.335,8.517,0,4.043,1,0,1,0
3238.935482,8.083,7.601,6.908,0,3.584,1,0,1,0
3748.083794,8.229,7.601,8.294,0,3.526,1,0,1,0
4052.138316,8.307,7.601,7.824,0,4.111,1,0,1,0
2718.947131,7.908,7.824,9.798,0,3.584,1,0,1,0
2239.482295,7.714,6.62,6.215,0,3.689,1,0,1,0
2732.57591,7.913,7.514,9.21,0,3.584,1,0,1,0
4281.248707,8.362,8.754,8.517,0,3.951,1,0,1,0
7777.575996,8.959,8.517,9.616,0,3.526,1,0,1,0
4661.068534,8.447,8.161,8.006,0,3.829,1,0,1,0
4550.534602,8.423,7.467,10.463,0,3.97,1,0,1,0
3681.221848,8.211,8.006,8.517,0,3.912,1,0,1,0
2079.743817,7.64,7.313,5.991,0,3.497,1,0,1,0
4661.068534,8.447,7.601,9.77,0,4.094,1,0,1,0
1939.140282,7.57,7.889,8.112,0,3.807,1,0,1,0
4890.256328,8.495,8.294,8.294,0,3.526,1,0,1,0
2014.245575,7.608,7.419,7.195,0,4.025,1,0,1,0
2812.980848,7.942,7.601,7.601,0,3.714,1,0,1,0
6342.320564,8.755,9.21,8.294,0,3.584,1,0,1,0
2519.964265,7.832,8.987,10.309,0,3.584,1,0,1,0
10383.77738,9.248,9.903,10.82,0,3.714,1,0,1,0
7086.876696,8.866,8.006,11.513,0,3.555,1,0,1,0
1800.82469,7.496,7.889,7.601,0,4.174,1,0,1,0
2119.636732,7.659,7.719,9.903,0,4.078,1,0,1,0
2570.87092,7.852,7.601,8.517,0,3.555,1,0,1,0
1859.383016,7.528,7.919,8.517,0,3.584,1,0,1,0
3310.981665,8.105,8.294,8.517,0,3.784,1,0,1,0
5329.432294,8.581,8.854,9.21,0,3.555,1,0,1,0
1680.757729,7.427,7.601,7.601,0,3.784,1,0,1,0
1870.57285,7.534,8.006,9.903,0,4.025,1,0,1,0
2421.155053,7.792,7.601,10.82,0,3.989,1,0,1,0
3920.600069,8.274,7.824,8.294,0,3.989,1,0,1,0
2030.424168,7.616,6.908,9.21,0,4.025,1,0,1,0
783.6793936,6.664,7.419,8.517,0,3.932,1,0,1,0
4591.674264,8.432,7.824,7.824,0,3.738,1,0,1,0
2798.951047,7.937,7.601,8.517,0,3.367,1,0,1,0
3695.976225,8.215,7.55,5.521,0,4.094,1,0,1,0
2844.094448,7.953,8.517,6.908,0,3.714,1,0,1,0
4979.077939,8.513,8.294,9.616,0,3.584,1,0,1,0
2259.728608,7.723,7.824,6.908,0,3.892,1,0,1,0
5260.598066,8.568,7.601,7.601,0,3.526,1,0,1,0
2387.495052,7.778,8.517,7.514,0,4.025,1,0,1,0
3778.188723,8.237,8.7,10.309,0,4.043,1,0,1,0
2359.016326,7.766,8.161,8.517,0,3.555,1,0,1,0
1190.346833,7.082,7.824,8.517,0,3.367,1,0,1,0
2340.219483,7.758,8.161,10.597,0,3.807,1,0,1,0
3121.284828,8.046,8.006,8.006,0,3.738,1,0,1,0
3839.12594,8.253,8.7,10.309,0,3.761,1,0,1,0
2998.8975,8.006,8.582,8.805,0,3.258,1,0,1,0
1941.080392,7.571,9.433,8.517,0,4.007,1,0,1,0
1513.2274,7.322,7.889,7.601,0,3.951,1,0,1,0
2519.964265,7.832,8.161,9.616,0,3.434,1,0,1,0
659.8417279,6.492,6.972,6.502,0,3.497,1,0,1,0
1595.59183,7.375,7.824,9.903,0,3.932,1,0,1,0
969.7128532,6.877,8.294,8.517,0,3.689,1,0,1,0
1232.746641,7.117,6.62,8.517,0,4.111,1,0,1,0
3158.96588,8.058,7.719,8.006,0,4.127,1,0,1,0
3881.589447,8.264,9.306,9.21,0,3.871,1,0,1,0
2470.06563,7.812,8.161,9.21,0,3.434,1,0,1,0
713.3698431,6.57,8.112,7.419,0,3.367,1,0,1,0
1619.706113,7.39,8.161,8.517,0,3.466,1,0,1,0
3751.833752,8.23,5.991,6.215,0,3.892,1,0,1,0
1570.265512,7.359,7.601,9.21,0,3.332,1,0,1,0
2622.805958,7.872,8.006,6.397,0,4.143,1,0,1,0
5889.933581,8.681,9.393,10.309,0,3.497,1,0,1,0
1770.469421,7.479,7.313,7.313,0,4.043,1,0,1,0
1449.537762,7.279,8.306,6.62,0,3.401,1,0,1,0
1014.346661,6.922,6.908,6.908,0,3.761,1,0,1,0
430.0923702,6.064,7.313,9.21,0,3.466,1,0,1,0
1502.671796,7.315,7.824,8.923,0,3.951,1,0,1,0
4420.464235,8.394,8.517,7.467,0,3.85,1,0,1,0
5019.070318,8.521,7.131,10.127,0,3.871,1,0,1,0
1800.82469,7.496,6.908,8.987,0,3.871,1,0,1,0
4200.672876,8.343,8.517,7.313,0,3.989,1,0,1,0
2749.02065,7.919,7.824,7.824,0,4.06,1,0,1,0
2197.33381,7.695,6.685,6.215,0,4.078,1,0,1,0
2980.957987,8,8.517,9.616,0,3.892,1,0,1,0
1546.887304,7.344,7.419,6.725,0,3.951,1,0,1,0
2889.965953,7.969,7.601,8.294,0,3.611,1,0,1,0
2919.010593,7.979,5.991,10.714,0,4.205,1,0,1,0
1389.917956,7.237,8.161,6.908,0,4.078,1,0,1,0
1685.807573,7.43,8.517,9.21,0,3.912,1,0,1,0
2670.443921,7.89,8.517,9.826,0,3.97,1,0,1,0
3869.962128,8.261,8.517,9.903,0,3.989,1,0,1,0
1986.242615,7.594,6.62,8.161,0,3.932,1,0,1,0
1733.677233,7.458,7.419,7.949,0,3.912,1,0,1,0
5039.186806,8.525,8.854,9.21,0,4.174,1,0,1,0
3248.666879,8.086,7.601,9.616,0,4.094,1,0,1,0
1692.564308,7.434,7.195,9.903,0,4.205,1,0,1,0
2389.883741,7.779,7.824,7.601,0,4.143,1,0,1,0
3519.238817,8.166,8.613,8.517,0,4.078,1,0,1,0
1747.602277,7.466,8.78,8.7,0,3.912,1,0,1,0
1540.712114,7.34,7.003,6.908,0,4.159,1,0,1,0
1824.388242,7.509,7.824,8.74,0,3.85,1,0,1,0
1469.974011,7.293,7.313,5.298,0,3.951,1,0,1,0
1359.673668,7.215,8.355,9.21,0,3.951,1,0,1,0
2079.743817,7.64,8.7,8.294,0,4.043,1,0,1,0
1719.863145,7.45,8.161,8.517,0,3.784,1,0,1,0
2919.010593,7.979,7.601,8.517,0,3.85,1,0,1,0
2319.252003,7.749,8.294,7.824,0,3.97,1,0,1,0
1660.709168,7.415,6.908,9.21,0,4.043,1,0,1,0
1533.02778,7.335,7.195,7.195,0,3.871,1,0,1,0
1579.715427,7.365,6.908,6.908,0,3.912,1,0,1,0
3007.907701,8.009,6.908,5.521,0,2.944,1,0,1,0
2760.038754,7.923,9.21,10.82,0,3.892,1,0,1,0
1020.451035,6.928,6.908,6.908,0,3.784,1,0,1,0
1080.306418,6.985,6.908,6.62,0,4.094,1,0,1,0
1919.845513,7.56,6.908,8.805,0,3.871,1,0,1,0
1709.574862,7.444,7.601,9.453,0,3.97,1,0,1,0
1505.680147,7.317,7.773,8.74,0,4.025,1,0,1,0
7700.187822,8.949,9.473,9.21,0,4.06,1,0,1,0
1299.844603,7.17,7.824,10.463,0,3.932,1,0,1,0
651.9709463,6.48,7.601,5.704,0,3.989,1,0,1,0
1600.385793,7.378,7.65,8.7,0,3.932,1,0,1,0
2059.05002,7.63,7.601,6.215,0,4.205,1,0,1,0
579.9837002,6.363,5.521,6.908,0,4.127,1,0,1,0
2090.168576,7.645,8.294,10.127,0,3.85,1,0,1,0
1519.292432,7.326,8.161,9.21,0,4.007,1,0,1,0
4238.649571,8.352,9.105,10.82,0,3.912,1,0,1,0
1159.796688,7.056,7.313,5.298,0,4.043,1,0,1,0
1490.698379,7.307,7.972,5.704,0,4.025,1,0,1,0
1660.709168,7.415,8.23,9.433,0,4.007,1,0,1,0
919.6562878,6.824,7.313,7.313,0,3.738,1,0,1,0
3501.68654,8.161,6.908,9.21,0,3.97,1,0,1,0
3059.479248,8.026,7.496,8.294,0,3.332,1,0,1,0
2040.601712,7.621,9.417,7.313,0,4.06,1,0,1,0
2910.266684,7.976,7.824,10.222,0,4.06,1,0,1,0
2280.157959,7.732,8.006,10.309,0,3.932,1,0,1,0
12209.87098,9.41,7.313,7.824,0,3.85,1,0,1,0
929.8283507,6.835,6.908,7.313,0,3.989,1,0,1,0
3222.781224,8.078,9.903,9.21,0,3.932,1,0,1,0
719.8191501,6.579,8.666,6.215,0,4.19,1,0,1,0
1373.338616,7.225,6.908,6.215,0,3.784,1,0,1,0
719.8191501,6.579,8.517,9.21,0,3.892,1,0,1,0
2020.297385,7.611,8.517,10.714,0,3.738,1,0,1,0
778.9913953,6.658,6.551,9.21,0,3.892,1,0,1,0
759.7580292,6.633,7.824,8.923,0,4.22,1,0,1,0
1592.403836,7.373,7.783,8.854,0,4.078,1,0,1,0
1389.917956,7.237,7.313,9.903,0,4.078,1,0,1,0
2020.297385,7.611,7.972,10.309,0,3.97,1,0,1,0
430.0923702,6.064,7.496,6.908,0,4.007,1,0,1,0
2588.93015,7.859,6.908,6.215,0,4.143,1,0,1,0
1288.198488,7.161,8.294,9.21,0,4.043,1,0,1,0
2522.48549,7.833,9.21,7.601,0,4.043,1,0,1,0
4491.760512,8.41,9.105,10.463,0,3.871,1,0,1,0
384.9063277,5.953,7.601,8.923,0,3.989,1,0,1,0
5079.661985,8.533,9.473,9.21,0,3.219,1,0,1,0
1099.927998,7.003,7.003,7.601,0,3.951,1,0,1,0
1429.385628,7.265,9.21,6.908,0,3.989,1,0,1,0
1370.594683,7.223,6.908,7.601,0,3.97,1,0,1,0
290.0345344,5.67,6.908,7.824,0,4.159,1,0,1,0
361.0440597,5.889,7.131,6.908,0,4.078,1,0,1,0
709.8118962,6.565,7.824,6.215,0,4.025,1,0,1,0
1859.383016,7.528,9.21,8.517,0,3.912,1,0,1,0
1644.184836,7.405,7.937,10.127,0,3.892,1,0,1,0
642.2643634,6.465,7.131,7.601,0,3.892,1,0,1,0
620.173948,6.43,7.824,7.824,0,4.007,1,0,1,0
1024.541014,6.932,7.719,8.517,0,3.912,1,0,1,0
1848.26012,7.522,8.412,7.313,0,4.043,1,0,1,0
12357.27207,9.422,9.21,10.309,0,3.761,1,0,1,0
1020.451035,6.928,7.09,8.161,0,3.989,1,0,1,0
2489.905408,7.82,8.987,9.21,0,4.007,1,0,1,0
648.0708326,6.474,8.006,9.21,0,3.871,1,0,1,0
4679.750147,8.451,8.112,8.112,0,3.784,1,0,0,0
6367.740652,8.759,8.294,9.21,0,3.97,1,0,0,0
4117.49398,8.323,7.949,8.517,0,3.738,1,0,0,0
5619.511402,8.634,8.517,8.23,0,3.761,1,0,0,0
3655.543275,8.204,7.419,8.112,0,3.97,1,0,0,0
3512.207373,8.164,7.419,10.191,0,3.584,1,0,0,0
7136.658867,8.873,8.374,9.721,0,3.664,1,0,0,0
8383.325898,9.034,8.294,9.433,0,3.871,1,0,0,0
9818.267892,9.192,9.457,9.903,0,3.871,1,0,0,0
3019.963427,8.013,8.294,8.517,0,3.584,1,0,0,0
1405.291453,7.248,7.662,6.215,0,3.135,1,0,0,0
4582.500093,8.43,8.78,8.006,0,3.85,1,0,0,0
2852.639543,7.956,8.374,10.597,0,3.892,1,0,0,0
1754.606686,7.47,7.601,7.824,0,4.159,1,0,0,0
7918.839925,8.977,9.094,8.923,0,3.932,1,0,0,0
3648.239495,8.202,7.783,10.127,0,3.85,1,0,0,0
2810.169273,7.941,7.783,10.597,0,3.497,1,0,0,0
4221.728836,8.348,8.936,8.923,0,3.526,1,0,0,0
3010.917113,8.01,6.215,9.21,0,3.892,1,0,0,0
3619.170012,8.194,8.517,7.313,0,3.664,1,0,0,0
1573.409186,7.361,7.824,7.195,0,3.85,1,0,0,0
2659.78348,7.886,7.313,8.923,0,3.466,1,0,0,0
2079.743817,7.64,8.613,9.21,0,3.714,1,0,0,0
2280.157959,7.732,7.755,9.498,0,3.714,1,0,0,0
3640.950307,8.2,8.294,10.597,0,3.466,1,0,0,0
1586.046943,7.369,6.972,7.889,0,3.664,1,0,0,0
2596.708603,7.862,7.601,7.131,0,4.043,1,0,0,0
1559.312035,7.352,8.071,7.244,0,3.892,1,0,0,0
1427.956957,7.264,7.313,7.601,0,3.611,1,0,0,0
1747.602277,7.466,7.419,7.419,0,3.892,1,0,0,0
2212.769108,7.702,7.755,9.498,0,4.159,1,0,0,0
812.4058252,6.7,6.908,8.294,0,4.007,1,0,0,0
1280.492438,7.155,7.889,9.21,0,3.584,1,0,0,0
4550.534602,8.423,8.517,8.7,0,3.332,1,0,0,0
4080.602794,8.314,8.642,7.601,0,3.912,1,0,0,0
1498.170536,7.312,7.824,7.824,0,3.367,1,0,0,0
824.6837669,6.715,7.313,6.908,0,4.205,1,0,0,0
4689.119013,8.453,7.824,9.616,0,3.497,1,0,0,0
1435.114621,7.269,7.195,8.112,0,3.932,1,0,0,0
5377.613675,8.59,8.7,9.616,0,4.007,1,0,0,0
3327.57803,8.11,6.725,6.215,0,3.912,1,0,0,0
3979.852352,8.289,8.923,8.294,0,3.871,1,0,0,0
4831.923947,8.483,8.355,6.62,0,3.932,1,0,0,0
2560.607976,7.848,7.824,8.294,0,3.584,1,0,0,0
1576.559153,7.363,7.131,10.309,0,3.951,1,0,0,0
10829.1841,9.29,7.467,10.127,0,3.611,1,0,0,0
3608.328772,8.191,7.313,7.824,0,4.06,1,0,0,0
1270.289365,7.147,6.856,7.919,0,3.714,1,0,0,0
3330.907272,8.111,8.517,10.309,0,3.401,1,0,0,0
960.0640491,6.867,7.419,6.502,0,3.97,1,0,0,0
940.112924,6.846,7.195,8.517,0,4.025,1,0,0,0
1190.346833,7.082,7.601,8.294,0,4.094,1,0,0,0
6627.613078,8.799,8.517,6.62,0,3.401,1,0,0,0
1689.182562,7.432,8.517,7.601,0,3.555,1,0,0,0
1119.905964,7.021,8.923,10.309,0,3.555,1,0,0,0
1069.557189,6.975,7.378,8.517,0,3.892,1,0,0,0
1040.024968,6.947,6.908,5.521,0,3.664,1,0,0,0
2872.678073,7.963,6.908,9.21,0,3.638,1,0,0,0
5388.379665,8.592,8.7,9.77,0,4.025,1,0,0,0
1735.411778,7.459,7.601,9.498,0,3.871,1,0,0,0
1389.917956,7.237,7.467,7.824,0,4.007,1,0,0,0
2130.261455,7.664,7.313,8.517,0,4.127,1,0,0,0
1689.182562,7.432,7.601,10.222,0,3.584,1,0,0,0
4188.089741,8.34,8.497,8.294,0,3.738,1,0,0,0
1040.024968,6.947,7.919,8.517,0,3.951,1,0,0,0
1522.334057,7.328,7.824,7.601,0,3.497,1,0,0,0
1084.636297,6.989,8.161,7.313,0,3.367,1,0,0,0
1699.348124,7.438,7.601,7.824,0,4.007,1,0,0,0
704.8605628,6.558,6.908,8.517,0,3.829,1,0,0,0
2366.104001,7.769,8.366,7.467,0,4.111,1,0,0,0
1859.383016,7.528,7.824,10.127,0,3.367,1,0,0,0
3619.170012,8.194,10.275,10.309,0,3.367,1,0,0,0
1115.435287,7.017,7.313,7.824,0,3.178,1,0,0,0
3428.917868,8.14,8.294,7.313,0,3.497,1,0,0,0
1280.492438,7.155,5.521,7.824,0,4.127,1,0,0,0
1960.588574,7.581,8.294,7.601,0,3.97,1,0,0,0
7158.100991,8.876,9.51,9.903,0,3.689,1,0,0,0
2540.204834,7.84,8.006,9.21,0,3.367,1,0,0,0
1624.572527,7.393,8.006,8.006,0,3.664,1,0,0,0
1446.641584,7.277,8.006,7.419,0,3.332,1,0,0,0
1526.907917,7.331,7.601,8.412,0,4.111,1,0,0,0
1235.214601,7.119,6.908,8.517,0,4.078,1,0,0,0
865.2340082,6.763,7.601,8.78,0,3.664,1,0,0,0
2689.202607,7.897,8.006,9.616,0,3.97,1,0,0,0
2237.243932,7.713,9.393,8.7,0,3.932,1,0,0,0
2342.560873,7.759,9.105,8.294,0,3.989,1,0,0,0
964.8763901,6.872,6.397,7.419,0,3.638,1,0,0,0
1870.57285,7.534,6.685,6.908,0,3.367,1,0,0,0
3010.917113,8.01,9.393,9.21,0,3.584,1,0,0,0
8022.456895,8.99,10.127,10.127,0,3.258,1,0,0,0
4048.088203,8.306,8.889,8.006,0,4.007,1,0,0,0
3759.344928,8.232,7.601,9.21,0,4.094,1,0,0,0
4138.133004,8.328,7.824,6.908,0,3.989,1,0,0,0
5878.165486,8.679,8.006,8.517,0,4.159,1,0,0,0
2818.612439,7.944,7.824,6.908,0,4.025,1,0,0,0
4380.858549,8.385,7.601,8.517,0,3.761,1,0,0,0
3480.739325,8.155,7.313,7.313,0,3.526,1,0,0,0
3449.553219,8.146,7.824,9.21,0,3.738,1,0,0,0
3099.512128,8.039,7.824,7.313,0,4.06,1,0,0,0
1453.892905,7.282,7.467,8.923,0,3.951,1,0,0,0
1906.453521,7.553,8.112,9.21,0,4.143,1,0,0,0
1629.453563,7.396,7.17,8.294,0,4.127,1,0,0,0
2517.445561,7.831,6.802,7.131,0,3.178,1,0,0,0
2620.184463,7.871,8.442,8.923,0,3.97,1,0,0,0
919.6562878,6.824,9.616,9.433,0,3.951,1,0,0,0
1689.182562,7.432,5.521,6.215,0,4.007,1,0,0,0
1384.369389,7.233,6.62,8.517,0,3.85,1,0,0,0
1829.869625,7.512,8.854,7.313,0,3.912,1,0,0,0
1305.054394,7.174,7.601,7.313,0,4.143,1,0,0,0
2130.261455,7.664,7.313,9.903,0,3.97,1,0,0,0
1307.667114,7.176,7.244,7.313,0,4.159,1,0,0,0
3361.020745,8.12,7.601,8.412,0,4.159,1,0,0,0
1220.480607,7.107,9.306,11.002,0,4.06,1,0,0,0
3699.674049,8.216,8.987,8.294,0,4.174,1,0,0,0
2059.05002,7.63,7.824,10.127,0,3.296,1,0,0,0
2499.884976,7.824,7.244,9.21,0,3.97,1,0,0,0
1820.743112,7.507,10.309,6.908,0,3.434,1,0,0,0
2540.204834,7.84,7.601,6.908,0,4.078,1,0,0,0
2440.601978,7.8,8.517,10.309,0,3.912,1,0,0,0
1208.336622,7.097,7.65,7.313,0,4.143,1,0,0,0
1939.140282,7.57,8.006,8.923,0,4.111,1,0,0,0
2421.155053,7.792,7.601,10.127,0,3.892,1,0,0,0
1130.03061,7.03,6.908,8.517,0,4.078,1,0,0,0
1173.798089,7.068,6.908,6.502,0,3.892,1,0,0,0
773.5574964,6.651,5.586,8.805,0,4.127,1,0,0,0
1193.923235,7.085,6.502,7.419,0,4.025,1,0,0,0
3688.591659,8.213,9.21,11.002,0,3.85,1,0,0,0
1389.917956,7.237,7.919,7.601,0,4.078,1,0,0,0
2199.532243,7.696,7.824,10.597,0,4.007,1,0,0,0
1119.905964,7.021,7.601,6.908,0,4.111,1,0,0,0
1719.863145,7.45,9.616,8.006,0,3.97,1,0,0,0
2296.17506,7.739,8.006,7.824,0,4.043,1,0,0,0
1409.513657,7.251,8.006,7.131,0,3.045,1,0,0,0
3391.406462,8.129,8.497,8.412,0,3.97,1,0,0,0
3480.739325,8.155,8.7,8.7,0,4.174,1,0,0,0
1629.453563,7.396,9.433,10.309,0,3.951,1,0,0,0
1846.412784,7.521,7.601,9.721,0,3.932,1,0,0,0
1024.541014,6.932,7.824,9.433,0,3.932,1,0,0,0
1090.073059,6.994,7.313,7.601,0,4.143,1,0,0,0
3080.970735,8.033,7.937,8.006,0,4.174,1,0,0,0
1090.073059,6.994,8.006,10.309,0,3.526,1,0,0,0
4281.248707,8.362,8.294,10.127,0,4.174,1,0,0,0
1519.292432,7.326,8.006,8.517,0,3.951,1,0,0,0
6946.547135,8.846,9.616,9.903,0,4.007,1,0,0,0
286.0023421,5.656,6.908,6.215,0,3.932,1,0,0,0
919.6562878,6.824,7.003,6.908,0,3.871,1,0,0,0
4341.607716,8.376,8.294,9.21,0,3.85,1,0,0,0
919.6562878,6.824,7.601,6.908,0,3.892,1,0,0,0
1514.741384,7.323,7.496,7.824,0,3.97,1,0,0,0
1490.698379,7.307,7.313,6.62,0,4.025,1,0,0,0
743.9694707,6.612,7.496,7.601,0,4.078,1,0,0,0
4048.088203,8.306,9.433,10.127,0,3.85,1,0,0,0
