pexp,lnpexp,lnpincome,lnpproper,lnedu,lnage,mari_dum,region1,region2,Prendowinsurance
2056.000001,7.628517627,7.377758908,9.392661929,2.104134154,3.80666249,1,1,0,0
7686.666665,8.947242505,8.804875264,8.804875264,2.48490665,3.931825633,1,1,0,0
1064,6.96979067,6.907755279,9.903487553,1.791759469,3.583518938,1,1,0,0
1716.666667,7.448139705,7.60090246,8.517193191,1.098612289,4.060443011,1,1,0,0
2660.000001,7.886081402,8.111728083,9.498022444,2.397895273,3.663561646,1,1,0,0
2160.000001,7.677863501,7.901007052,9.210340372,1.909542505,3.663561646,1,1,0,0
3810,8.245384468,8.465899897,9.210340372,2.197224577,3.891820298,1,1,0,0
828.5714282,6.719703047,8.517193191,8.873868135,1.945910149,3.555348061,1,1,0,0
2809.999999,7.940939762,8.006367568,8.9226583,1.981001469,4.094344562,1,1,0,0
1800,7.495541944,7.60090246,9.76995616,1.011600912,4.094344562,1,1,0,0
2985.000001,8.001355026,8.229511119,10.30895266,2.277267285,3.80666249,1,1,0,0
3453.333333,8.147095227,8.900185444,10.81977828,2.302585093,3.555348061,1,1,0,0
1010,6.91770561,7.60090246,8.987196821,1.887069649,3.688879454,1,1,0,0
5366.666665,8.587962262,9.498022444,10.19116962,2.302585093,3.891820298,1,1,0,0
2433.333332,7.797017338,8.44820032,10.30895266,2.268683541,3.713572067,1,1,0,0
1512.5,7.32151919,7.824046011,9.210340372,2.26436388,4.110873864,1,1,0,0
1515.555555,7.323537354,8.622553707,9.315700888,2.268683541,4.043051268,1,1,0,0
660,6.492239835,7.554382444,8.19873946,2.020945335,3.63758616,1,1,0,0
4088.88889,8.316028547,7.706262975,10.70199525,2.159484249,3.80666249,1,0,0,0
1993.333333,7.597563558,9.210340372,9.721165996,2.036881927,3.218875825,1,0,0,0
6680.000003,8.806873267,9.126958763,10.30895266,2.261763098,3.713572067,1,0,0,0
1443.636364,7.274920462,8.517193191,9.808177373,1.791759469,3.496507561,1,0,0,0
10460,9.255313738,9.104979856,8.29404964,2.261763098,3.36729583,1,0,0,0
2551.42857,7.844408705,8.29404964,9.4616548,1.985915484,4.077537444,1,0,0,0
2080.000001,7.640123173,8.29404964,10.30895266,1.774952351,4.077537444,1,0,0,0
2491.11111,7.820484119,8.265878763,10.56846386,2.007468042,4.127134385,1,0,0,0
1888.888889,7.543744046,8.399410156,6.789972243,1.992430165,3.526360525,1,0,0,0
610.6666669,6.414551257,9.274878893,9.274878893,1.824549292,4.143134726,1,0,0,0
1128.888889,7.028989144,7.654969681,10.70199525,0.84729786,3.610917913,1,0,0,0
2660.000001,7.886081402,8.517193191,9.903487553,2.302585093,3.17805383,1,0,0,0
6937.142859,8.844645277,9.4616548,11.27176341,2.371577964,3.828641396,1,0,0,0
364.0000001,5.897153868,5.857933154,8.006367568,-0.223143551,3.218875825,1,0,0,0
7399.999999,8.909235279,9.61580548,11.51292546,1.981001469,4.077537444,1,0,0,0
2704,7.902487437,8.794824928,9.798127037,2.174751721,3.555348061,1,0,0,0
5300.000002,8.5754621,9.45720045,11.22524339,2.197224577,3.36729583,1,1,0,0
1786.666666,7.488106965,8.111728083,11.00209984,1.945910149,3.295836866,1,1,0,0
4066.666666,8.310578942,8.29404964,9.44672915,2.120263536,3.761200116,1,1,0,0
3746.666667,8.228621835,8.900185444,9.472704636,2.268683541,3.610917913,1,1,0,0
6943.999998,8.845633256,8.987196821,10.30895266,2.282382386,3.433987204,1,1,0,0
5659.999999,8.641179171,8.006367568,9.546812609,2.302585093,3.80666249,1,1,0,0
2993.333334,8.004142873,8.29404964,11.2472223,1.673976434,3.663561646,1,0,1,0
4390,8.387084506,9.328123408,11.15625052,2.277267285,3.784189634,1,0,1,0
3366.666666,8.121678414,8.111728083,11.33060391,1.897119985,3.912023005,1,0,1,0
7416.666667,8.911484999,9.498022444,11.33060391,2.367123614,3.713572067,1,0,1,0
3870,8.261009786,8.160518247,8.9226583,2.197224577,3.970291914,1,0,1,0
627.5,6.441743671,8.229511119,8.740336743,1.852384091,3.970291914,1,0,1,0
2026,7.613818685,8.556413905,9.888373915,1.974081026,3.526360525,1,0,1,0
5319.999998,8.579228582,8.9226583,9.903487553,1.749199855,3.610917913,1,0,1,0
1033.333334,6.940545102,7.654969681,9.315700888,1.609437912,4.043051268,1,0,1,0
9993.333333,9.209673483,9.498022444,11.02407875,1.945910149,3.555348061,1,0,1,0
2265,7.725330038,8.444622499,10.16585182,1.704748092,3.688879454,1,0,1,0
1130,7.029972912,8.565983356,10.1266311,1.791759469,3.970291914,1,0,1,0
2044.999999,7.623153068,8.699514748,9.472704636,1.945910149,3.555348061,1,0,1,0
2232.000001,7.710653324,7.377758908,9.798127037,2.054123734,4.17438727,1,0,1,0
2646.666668,7.881056266,8.44820032,10.21586224,2.036881927,3.555348061,1,0,1,0
1840.000001,7.517520851,7.60090246,10.81977828,1.909542505,3.891820298,1,0,1,0
1794.000001,7.492203043,7.60090246,8.987196821,2.379546134,3.912023005,1,0,1,0
2919.999999,7.979338895,8.131530711,10.16585182,2.104134154,4.234106505,1,0,1,0
4693.333333,8.453898341,8.804875264,9.903487553,2.159484249,3.891820298,1,0,1,0
2600,7.863266724,8.517193191,10.59663473,2.442347035,4.127134385,1,0,1,0
1593.333334,7.373583537,8.251490026,9.028018815,2.367123614,3.465735903,1,0,1,0
1923.076922,7.561681746,8.037170306,8.437150484,2.325399771,3.988984047,1,0,1,0
1413.846153,7.254069038,7.415499236,8.254828927,2.42548323,4.043051268,1,0,1,0
892.0000004,6.793466133,6.802394763,8.517193191,2.054123734,4.094344562,1,0,1,0
837.5000003,6.730421264,7.025538315,6.774223886,2.315007613,3.891820298,1,0,1,0
767.9999999,6.643789733,7.783224016,8.29404964,2.066862759,4.025351691,1,0,1,0
633.333333,6.450996876,6.502290171,7.978196691,1.749199855,4.219507705,1,0,1,0
1250,7.13089883,8.111728083,9.320688429,1.252762968,3.295836866,1,0,1,0
1528.571428,7.332088871,7.60090246,6.907755279,2.243744593,3.784189634,1,0,1,0
3193.333332,8.068820582,8.642356334,10.50962336,1.945910149,3.401197382,1,0,1,0
4895,8.495969555,8.517193191,9.433483923,2.63905733,3.931825633,1,0,1,0
3719.999999,8.221478947,8.517193191,10.05763823,2.197224577,3.465735903,1,0,1,0
2673.333333,7.891081412,8.642356334,9.721165996,2.268683541,3.63758616,1,0,1,0
1688.571429,7.431638142,9.4616548,7.957577403,1.985915484,3.218875825,1,0,1,0
2585.714285,7.857757068,8.545364068,9.903487553,1.488077056,3.970291914,1,0,1,0
2014.999999,7.608374474,8.517193191,9.76995616,2.1102132,3.63758616,1,0,1,0
3360,8.119696253,8.006367568,8.987196821,1.791759469,3.871201011,1,0,1,0
2226.666667,7.708260978,7.888584532,10.30895266,2.512305624,4.219507705,1,0,1,0
1182.857142,7.075688098,7.44675178,6.907755279,1.985915484,3.583518938,1,0,1,0
1383.333334,7.232251325,8.111728083,9.61580548,2.014903021,4.219507705,1,0,1,0
3013.333334,8.010802165,8.517193191,9.498022444,2.268683541,4.025351691,1,0,1,0
2253.333333,7.72016588,8.29404964,9.498022444,1.945910149,3.737669618,1,0,1,0
2631.999999,7.875499292,8.29404964,10.59663473,2.054123734,3.761200116,1,0,1,0
558.3333336,6.324956156,6.368758778,8.671343871,2.140066163,4.110873864,1,0,1,0
1990.000001,7.595889918,8.006367568,8.354674262,2.1102132,3.610917913,1,0,1,0
5266.666665,8.56915293,8.536995819,9.721165996,2.397895273,3.784189634,1,0,1,0
4794.999998,8.475328987,7.901007052,9.76995616,2.374905755,3.891820298,1,0,1,0
1687.5,7.431003423,7.13089883,10.81977828,1.909542505,3.988984047,1,0,1,0
1834.999999,7.51479976,7.824046011,7.824046011,2.351375257,3.761200116,1,0,1,0
248.5714285,5.515730243,6.060457419,8.363042512,2.043073897,3.401197382,1,0,1,0
7599.999998,8.935903526,9.420060903,10.41431318,2.564949357,3.663561646,1,0,1,0
2226.666667,7.708260978,9.028018815,10.41431318,2.036881927,3.583518938,1,0,1,0
1944,7.572502985,8.006367568,10.30895266,2.151762203,4.110873864,1,0,1,0
3545,8.173293439,8.411832676,9.433483923,1.871802177,3.433987204,1,0,1,0
2348,7.761319181,6.214608098,8.160518247,2.533696814,3.912023005,1,0,1,0
4753.333332,8.466601405,8.853665428,9.61580548,2.268683541,3.737669618,1,0,1,0
7059.999997,8.86220033,8.9226583,11.73606902,2.374905755,4.356708827,1,0,0,0
4733.333334,8.462384955,5.703782475,12.17217109,2.197224577,3.401197382,1,0,0,0
6200,8.732304571,8.556413905,11.80060754,2.427748236,4.007333185,1,0,0,0
16619.99999,9.718362068,10.30895266,12.07254125,2.708050201,3.17805383,1,0,0,0
2283.333334,7.733391643,7.418580903,11.33060391,2.178532444,3.951243719,1,0,0,0
4040,8.303999971,9.472704636,11.00209984,2.054123734,3.850147602,1,0,0,0
2706.666665,7.903473144,8.517193191,11.44393259,2.590267165,4.094344562,1,0,0,0
1764.999999,7.475905969,8.779557456,11.22524339,2.545531272,3.218875825,1,0,0,0
5146.666667,8.546104535,9.210340372,11.20277054,2.036881927,3.871201011,1,0,0,0
7866.666664,8.970389702,9.364491052,11.33060391,2.268683541,4.025351691,1,0,0,0
10853.33333,9.292227531,9.816476176,11.00209984,2.397895273,3.970291914,1,0,0,0
2266.666666,7.726065602,8.111728083,11.33060391,2.397895273,3.63758616,1,0,0,0
3686.666665,8.212477986,8.556413905,9.903487553,2.302585093,3.761200116,1,0,0,0
5653.333335,8.640000621,9.210340372,11.66707614,2.685577345,3.688879454,1,0,0,0
4566.666666,8.426538823,9.1413475,11.60823564,2.48490665,4.060443011,1,0,0,0
4386.666666,8.386324916,9.45720045,11.44393259,2.685577345,4.007333185,1,0,0,0
5150.000002,8.546751994,9.417354541,11.91839057,2.708050201,3.295836866,1,0,0,0
6339.999997,8.754634047,9.61580548,11.8493977,2.708050201,3.295836866,1,0,0,0
6505,8.780326391,9.798127037,11.91839057,2.708050201,3.33220451,1,0,0,0
6019.999998,8.702842538,8.764053269,11.51292546,2.48490665,3.713572067,1,0,0,0
5066.666666,8.530438418,9.323669057,11.91839057,2.48490665,4.007333185,1,0,0,0
1175,7.069023427,7.824046011,8.517193191,2.224623552,3.970291914,1,1,0,0
13100,9.480367509,10.1266311,11.73606902,2.48490665,3.218875825,1,1,0,0
5350.000001,8.58485184,9.210340372,11.22524339,2.48490665,3.526360525,1,1,0,0
2286.666667,7.734850432,8.804875264,10.41431318,2.685577345,4.248495242,1,1,0,0
9386.66667,9.147045522,8.944637206,8.111728083,2.397895273,3.970291914,1,1,0,0
7800.000003,8.961879013,9.61580548,10.81977828,2.140066163,3.737669618,1,1,0,0
364.4444444,5.898374124,7.418580903,8.622553707,1.977162693,4.442651256,1,1,0,0
1900,7.549609165,8.804875264,10.19116962,2.268683541,3.931825633,1,1,0,0
4366.666669,8.381755221,8.804875264,9.721165996,1.734601055,3.465735903,1,1,0,0
1964.999999,7.583247524,8.517193191,9.903487553,2.374905755,3.970291914,1,1,0,0
2626.666666,7.873470894,9.210340372,10.19116962,2.197224577,3.931825633,1,1,0,0
1742.500001,7.463076143,7.824046011,7.13089883,2.374905755,3.988984047,1,0,1,0
3599.999998,8.188689124,7.418580903,8.804875264,2.302585093,3.713572067,1,0,1,0
2220,7.705262475,8.29404964,7.195437351,0.287682072,3.912023005,1,0,1,0
303.9999999,5.717027701,7.60090246,7.377758908,1.824549292,4.143134726,1,0,1,0
1179.999999,7.073269717,7.377758908,8.29404964,2.197224577,4.158883083,1,0,1,0
967.9999997,6.875232087,7.560080465,8.29404964,2.240709689,4.219507705,1,0,1,0
4533.333333,8.419212783,8.699514748,9.210340372,2.268683541,3.465735903,1,0,1,0
1040,6.946975992,7.824046011,9.433483923,2.1102132,3.951243719,1,0,1,0
6350.000001,8.756210092,9.798127037,8.517193191,2.351375257,3.80666249,1,0,1,0
612.0000003,6.416732283,7.60090246,9.680344001,2.054123734,4.204692619,1,0,1,0
705.7142856,6.559210461,6.242778975,5.878135862,2.014903021,4.219507705,1,0,1,0
667.4999998,6.50353939,7.467371067,6.214608098,2.197224577,3.951243719,1,0,1,0
2466.666668,7.810622991,9.274878893,8.111728083,2.079441542,3.496507561,1,0,1,0
1666.666667,7.418580903,7.960905194,9.210340372,2.197224577,3.610917913,1,0,1,0
2453.333333,7.805202923,8.111728083,8.804875264,2.079441542,3.465735903,1,0,1,0
6299.999998,8.748304912,9.61580548,11.00209984,2.48490665,3.218875825,1,0,1,0
303.9999999,5.717027701,7.677863501,6.684611728,2.00148,4.127134385,1,0,1,0
5274.999998,8.570733958,8.990316948,9.210340372,2.505525937,3.850147602,1,0,0,0
5239.999998,8.564076777,8.44820032,9.61580548,2.685577345,3.761200116,1,0,0,0
5200.000002,8.556413905,8.374092348,10.41431318,2.48490665,3.610917913,1,0,0,0
2346.666666,7.76075116,7.418580903,9.498022444,2.397895273,3.891820298,1,1,0,0
3180.000001,8.064636476,7.783224016,7.755053139,2.197224577,3.688879454,1,1,0,0
3706.666666,8.217888279,8.56915293,7.60090246,2.197224577,3.63758616,1,1,0,0
2205,7.698482788,7.43838353,7.919356191,2.420368129,3.850147602,1,1,0,0
2166.666666,7.680945167,7.937374696,9.028018815,2.397895273,3.688879454,1,1,0,0
2586.666668,7.858125325,8.29404964,8.517193191,1.791759469,3.258096538,1,1,0,0
5400.000002,8.594154233,8.764053269,11.10746036,2.302585093,3.63758616,1,1,0,0
6166.666664,8.726913722,8.987196821,10.81977828,2.456735773,3.761200116,1,1,0,0
4386.666666,8.386324916,8.44820032,10.88431681,1.791759469,3.17805383,1,1,0,0
4750,8.465899897,9.409191231,9.76995616,2.302585093,3.891820298,1,1,0,0
4319.999999,8.371010681,9.498022444,8.517193191,2.036881927,3.583518938,1,1,0,0
2140,7.668561108,9.903487553,7.418580903,2.079441542,3.555348061,1,1,0,0
1340,7.200424893,9.425451752,9.903487553,2.302585093,3.951243719,1,1,0,0
3800.000001,8.242756346,8.779557456,8.517193191,2.079441542,3.80666249,1,1,0,0
1915.000001,7.557472902,8.006367568,7.60090246,1.832581464,3.465735903,1,1,0,0
3019.999999,8.01301211,8.827614751,8.29404964,1.791759469,4.262679877,1,1,0,0
3599.999998,8.188689124,7.418580903,7.824046011,1.921812597,4.204692619,1,1,0,0
1860.000001,7.528331767,8.556413905,8.804875264,1.734601055,3.433987204,1,1,0,0
2306.666667,7.74355876,8.38935982,8.111728083,2.197224577,3.663561646,1,1,0,0
3140,8.051978079,8.740336743,9.61580548,2.251291799,3.988984047,1,1,0,0
2605,7.865187954,9.104979856,7.824046011,2.197224577,3.258096538,1,1,0,0
6279.999997,8.745125259,9.449357272,8.9226583,2.197224577,3.465735903,1,1,0,0
2360,7.766416898,8.9226583,9.210340372,2.397895273,3.828641396,1,1,0,0
1900,7.549609165,7.60090246,7.313220387,2.327277706,4.007333185,1,1,0,0
4379.999998,8.384804003,8.29404964,8.29404964,2.140066163,3.526360525,1,1,0,0
6200,8.732304571,8.111728083,9.364491052,2.367123614,3.713572067,1,1,0,0
4100.000001,8.318742253,9.126958763,9.210340372,1.945910149,3.33220451,1,1,0,0
7599.999998,8.935903526,9.721165996,11.80060754,2.268683541,3.688879454,1,0,0,0
11266.66667,9.329603793,9.364491052,11.80060754,2.456735773,3.871201011,1,0,0,0
7700.000001,8.948975608,9.498022444,11.33060391,2.48490665,3.784189634,1,0,0,0
1015,6.922643891,6.214608098,9.838949031,1.77070606,4.077537444,1,0,0,0
13479.99999,9.508962384,9.210340372,13.12236338,2.397895273,4.290459441,1,0,0,0
5166.666665,8.549983014,9.028018815,11.20277054,2.159484249,3.610917913,1,1,0,0
1800,7.495541944,8.9226583,10.81977828,2.48490665,3.891820298,1,1,0,0
4766.666669,8.469402528,9.028018815,9.364491052,2.036881927,3.555348061,1,1,0,0
3768.000001,8.234299636,8.242756346,10.59663473,2.128231706,4.143134726,1,1,0,0
4733.333334,8.462384955,9.498022444,10.41431318,1.897119985,3.17805383,1,1,0,0
8633.333333,9.063385959,9.546812609,11.80060754,2.397895273,3.951243719,1,0,0,0
7279.999999,8.892886141,9.028018815,10.63745673,2.397895273,3.970291914,1,0,0,0
3294.000001,8.099857911,8.699514748,10.77895629,2.174751721,3.970291914,1,0,0,0
4430,8.396154863,9.210340372,11.32055357,2.014903021,3.737669618,1,0,0,0
4199.999999,8.342839804,9.134179011,10.47258208,1.791759469,4.043051268,1,0,0,0
4116,8.322637097,7.60090246,10.4341158,2.054123734,3.583518938,1,0,0,0
5179.999999,8.552560335,9.26860928,10.59663473,2.197224577,3.80666249,1,0,0,0
6030.000002,8.70450229,9.433483923,9.61580548,2.463853241,4.025351691,1,1,0,0
2140,7.668561108,9.811920359,9.433483923,2.079441542,3.526360525,1,1,0,0
2790.000001,7.933796875,8.517193191,9.433483923,2.1102132,4.060443011,1,1,0,0
8566.666665,9.055633982,10.19116962,10.41431318,1.791759469,3.465735903,1,1,0,0
1233.333333,7.11747581,7.888584532,10.30895266,2.215573716,3.496507561,1,1,0,0
3088.888888,8.035566722,9.315700888,9.721165996,2.159484249,4.060443011,1,1,0,0
6275,8.744328764,7.824046011,9.903487553,2.48490665,3.970291914,1,1,0,0
